disputeId,type,tier,expectedWinner,actualWinner,correct,tier2Winner,tier2Correct,openGas,resolveGas,enforceGas,totalGas,configuredWindowMinutes,arbitratorCount,expertCount,appealed
1,2,2,1,1,Yes,1,Yes,318199,845273,33086,1196558,2880,3,0,No
2,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
3,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
4,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
5,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
6,2,3,2,2,Yes,2,Yes,301099,2284634,33235,2618968,5760,3,5,Yes
7,3,2,2,2,Yes,2,Yes,301099,828220,33086,1162405,2880,3,0,No
8,3,2,1,1,Yes,1,Yes,301099,852042,33086,1186227,2880,3,0,No
9,2,2,1,1,Yes,1,Yes,301099,834942,33086,1169127,2880,3,0,No
10,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
11,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
12,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
13,2,2,2,1,No,1,No,301099,828173,33086,1162358,2880,3,0,No
14,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
15,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
16,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
17,4,1,1,1,Yes,,,301099,57955,32937,391991,0,0,0,No
18,4,1,1,1,Yes,,,301099,57955,32937,391991,0,0,0,No
19,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
20,3,2,1,2,No,2,No,301099,811120,33086,1145305,2880,3,0,No
21,2,3,1,1,Yes,1,Yes,301099,2181679,33235,2516013,5760,3,5,Yes
22,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
23,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
24,2,2,1,1,Yes,1,Yes,301099,828173,33086,1162358,2880,3,0,No
25,3,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
26,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
27,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
28,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
29,2,3,2,2,Yes,2,Yes,301099,2171731,33235,2506065,5760,3,5,Yes
30,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
31,2,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
32,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
33,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
34,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
35,2,3,2,2,Yes,2,Yes,301099,2171731,33235,2506065,5760,3,5,Yes
36,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
37,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
38,2,3,2,2,Yes,2,Yes,301099,2171731,33235,2506065,5760,3,5,Yes
39,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
40,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
41,2,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
42,3,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
43,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
44,2,2,2,2,Yes,2,Yes,301099,817917,33086,1152102,2880,3,0,No
45,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
46,3,2,2,2,Yes,2,Yes,301099,817917,33086,1152102,2880,3,0,No
47,2,2,2,1,No,1,No,301099,811073,33086,1145258,2880,3,0,No
48,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
49,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
50,2,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
51,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
52,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
53,2,2,2,1,No,1,No,301099,811073,33086,1145258,2880,3,0,No
54,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
55,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
56,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
57,2,2,2,2,Yes,2,Yes,301099,817917,33086,1152102,2880,3,0,No
58,2,3,1,1,Yes,1,Yes,301099,2171553,33235,2505887,5760,3,5,Yes
59,2,3,2,2,Yes,2,Yes,301099,2164729,33235,2499063,5760,3,5,Yes
60,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
61,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
62,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
63,2,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
64,2,3,2,2,Yes,2,Yes,301099,2171731,33235,2506065,5760,3,5,Yes
65,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
66,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
67,3,3,2,2,Yes,1,No,301099,2157885,33235,2492219,5760,3,5,Yes
68,3,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
69,2,3,2,2,Yes,1,No,301099,2164887,33235,2499221,5760,3,5,Yes
70,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
71,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
72,2,3,2,2,Yes,2,Yes,301099,2157932,33235,2492266,5760,3,5,Yes
73,3,2,2,2,Yes,2,Yes,301099,811120,33086,1145305,2880,3,0,No
74,2,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
75,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
76,2,3,2,2,Yes,2,Yes,301099,2171731,33235,2506065,5760,3,5,Yes
77,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
78,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
79,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
80,2,2,2,2,Yes,2,Yes,301099,811120,33086,1145305,2880,3,0,No
81,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
82,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
83,3,2,2,2,Yes,2,Yes,301099,817917,33086,1152102,2880,3,0,No
84,2,3,2,2,Yes,2,Yes,301099,2164729,33235,2499063,5760,3,5,Yes
85,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
86,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
87,3,3,1,1,Yes,1,Yes,301099,2171553,33235,2505887,5760,3,5,Yes
88,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
89,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
90,2,3,2,2,Yes,2,Yes,301099,2164729,33235,2499063,5760,3,5,Yes
91,2,3,2,2,Yes,2,Yes,301099,2164934,33235,2499268,5760,3,5,Yes
92,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
93,2,3,2,2,Yes,2,Yes,301099,2157932,33235,2492266,5760,3,5,Yes
94,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
95,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
96,3,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
97,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
98,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
99,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
100,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
101,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
102,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
103,3,2,2,2,Yes,2,Yes,301099,811120,33086,1145305,2880,3,0,No
104,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
105,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
106,2,3,1,1,Yes,1,Yes,301099,2164579,33235,2498913,5760,3,5,Yes
107,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
108,2,3,1,1,Yes,1,Yes,301099,2164579,33235,2498913,5760,3,5,Yes
109,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
110,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
111,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
112,2,2,2,1,No,1,No,301099,811073,33086,1145258,2880,3,0,No
113,4,1,1,1,Yes,,,301099,57955,32937,391991,0,0,0,No
114,3,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
115,4,1,1,1,Yes,,,301099,57955,32937,391991,0,0,0,No
116,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
117,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
118,2,3,1,1,Yes,1,Yes,301099,2171553,33235,2505887,5760,3,5,Yes
119,4,1,1,1,Yes,,,301099,57955,32937,391991,0,0,0,No
120,3,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
121,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
122,3,2,2,2,Yes,2,Yes,301099,817917,33086,1152102,2880,3,0,No
123,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
124,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
125,3,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
126,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
127,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
128,3,2,2,2,Yes,2,Yes,301099,811120,33086,1145305,2880,3,0,No
129,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
130,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
131,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
132,2,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
133,3,3,1,1,Yes,1,Yes,301099,2171553,33235,2505887,5760,3,5,Yes
134,2,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
135,3,2,1,2,No,2,No,301099,811120,33086,1145305,2880,3,0,No
136,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
137,4,1,1,1,Yes,,,301099,57955,32937,391991,0,0,0,No
138,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
139,2,2,2,2,Yes,2,Yes,301099,817917,33086,1152102,2880,3,0,No
140,2,2,2,2,Yes,2,Yes,301099,817917,33086,1152102,2880,3,0,No
141,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
142,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
143,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
144,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
145,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
146,2,3,1,1,Yes,1,Yes,301099,2171553,33235,2505887,5760,3,5,Yes
147,2,2,2,2,Yes,2,Yes,301099,817917,33086,1152102,2880,3,0,No
148,2,2,2,2,Yes,2,Yes,301099,817917,33086,1152102,2880,3,0,No
149,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
150,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
151,2,3,1,1,Yes,1,Yes,301099,2171553,33235,2505887,5760,3,5,Yes
152,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
153,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
154,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
155,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
156,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
157,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
158,2,3,2,2,Yes,2,Yes,301099,2157932,33235,2492266,5760,3,5,Yes
159,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
160,2,2,2,2,Yes,2,Yes,301099,811120,33086,1145305,2880,3,0,No
161,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
162,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
163,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
164,2,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
165,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
166,2,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
167,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
168,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
169,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
170,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
171,2,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
172,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
173,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
174,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
175,3,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
176,2,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
177,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
178,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
179,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
180,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
181,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
182,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
183,3,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
184,4,1,1,1,Yes,,,301099,57955,32937,391991,0,0,0,No
185,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
186,2,2,2,2,Yes,2,Yes,301099,811120,33086,1145305,2880,3,0,No
187,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
188,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
189,2,2,2,2,Yes,2,Yes,301099,817917,33086,1152102,2880,3,0,No
190,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
191,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
192,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
193,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
194,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
195,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
196,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
197,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
198,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
199,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
200,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
201,2,2,2,2,Yes,2,Yes,301099,817917,33086,1152102,2880,3,0,No
202,2,2,2,2,Yes,2,Yes,301099,811120,33086,1145305,2880,3,0,No
203,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
204,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
205,2,3,2,2,Yes,2,Yes,301099,2171731,33235,2506065,5760,3,5,Yes
206,2,3,2,2,Yes,2,Yes,301099,2157932,33235,2492266,5760,3,5,Yes
207,4,1,1,1,Yes,,,301099,57955,32937,391991,0,0,0,No
208,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
209,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
210,3,3,1,1,Yes,1,Yes,301099,2157810,33235,2492144,5760,3,5,Yes
211,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
212,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
213,3,3,1,1,Yes,1,Yes,301099,2171553,33235,2505887,5760,3,5,Yes
214,2,2,1,1,Yes,1,Yes,301099,811073,33086,1145258,2880,3,0,No
215,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
216,2,3,2,2,Yes,2,Yes,301099,2171731,33235,2506065,5760,3,5,Yes
217,2,2,2,1,No,1,No,301099,811073,33086,1145258,2880,3,0,No
218,1,1,2,2,Yes,,,301099,58111,32937,392147,0,0,0,No
219,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
220,2,3,1,1,Yes,1,Yes,301099,2164579,33235,2498913,5760,3,5,Yes
221,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
222,3,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
223,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
224,2,2,2,2,Yes,2,Yes,301099,811120,33086,1145305,2880,3,0,No
225,2,2,2,1,No,1,No,301099,811073,33086,1145258,2880,3,0,No
226,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
227,3,3,2,2,Yes,2,Yes,301099,2164934,33235,2499268,5760,3,5,Yes
228,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
229,4,1,1,1,Yes,,,301099,57955,32937,391991,0,0,0,No
230,2,3,1,1,Yes,1,Yes,301099,2157810,33235,2492144,5760,3,5,Yes
231,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
232,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
233,3,3,1,1,Yes,1,Yes,301099,2171553,33235,2505887,5760,3,5,Yes
234,2,3,2,2,Yes,2,Yes,301099,2171731,33235,2506065,5760,3,5,Yes
235,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
236,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
237,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
238,2,3,2,2,Yes,1,No,301099,2164887,33235,2499221,5760,3,5,Yes
239,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
240,3,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
241,3,2,2,1,No,1,No,301099,811073,33086,1145258,2880,3,0,No
242,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
243,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
244,2,2,1,2,No,2,No,301099,811120,33086,1145305,2880,3,0,No
245,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
246,0,1,1,1,Yes,,,281187,60314,32937,374438,0,0,0,No
247,2,2,2,2,Yes,2,Yes,301099,811120,33086,1145305,2880,3,0,No
248,4,1,1,1,Yes,,,301099,57955,32937,391991,0,0,0,No
249,2,3,2,2,Yes,2,Yes,301099,2171731,33235,2506065,5760,3,5,Yes
250,3,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
251,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
252,4,1,2,2,Yes,,,301099,60324,32937,394360,0,0,0,No
253,1,1,1,1,Yes,,,301099,60480,32937,394516,0,0,0,No
254,2,2,2,1,No,1,No,301099,811073,33086,1145258,2880,3,0,No
255,3,2,1,1,Yes,1,Yes,301099,817842,33086,1152027,2880,3,0,No
256,0,1,2,2,Yes,,,281187,57945,32937,372069,0,0,0,No
257,3,3,1,1,Yes,2,No,301111,2165095,33247,2499453,5760,3,5,Yes
258,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
259,2,3,1,1,Yes,1,Yes,301111,2158074,33247,2492432,5760,3,5,Yes
260,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
261,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
262,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
263,2,3,1,1,Yes,1,Yes,301111,2165048,33247,2499406,5760,3,5,Yes
264,2,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
265,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
266,2,3,1,1,Yes,1,Yes,301111,2164843,33247,2499201,5760,3,5,Yes
267,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
268,2,2,1,1,Yes,1,Yes,301111,811181,33098,1145390,2880,3,0,No
269,2,3,2,2,Yes,2,Yes,301111,2171995,33247,2506353,5760,3,5,Yes
270,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
271,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
272,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
273,3,2,1,1,Yes,1,Yes,301111,811181,33098,1145390,2880,3,0,No
274,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
275,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
276,3,2,1,1,Yes,1,Yes,301111,817950,33098,1152159,2880,3,0,No
277,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
278,2,2,1,1,Yes,1,Yes,301111,811181,33098,1145390,2880,3,0,No
279,3,3,2,2,Yes,2,Yes,301111,2164993,33247,2499351,5760,3,5,Yes
280,2,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
281,3,3,1,1,Yes,1,Yes,301111,2165048,33247,2499406,5760,3,5,Yes
282,2,3,1,1,Yes,1,Yes,301111,2165048,33247,2499406,5760,3,5,Yes
283,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
284,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
285,3,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
286,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
287,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
288,3,2,1,1,Yes,1,Yes,301111,817950,33098,1152159,2880,3,0,No
289,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
290,3,3,2,2,Yes,2,Yes,301111,2164993,33247,2499351,5760,3,5,Yes
291,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
292,3,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
293,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
294,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
295,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
296,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
297,2,3,2,2,Yes,2,Yes,301111,2157991,33247,2492349,5760,3,5,Yes
298,2,3,1,1,Yes,1,Yes,301111,2157869,33247,2492227,5760,3,5,Yes
299,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
300,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
301,2,3,2,2,Yes,2,Yes,301111,2171995,33247,2506353,5760,3,5,Yes
302,3,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
303,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
304,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
305,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
306,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
307,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
308,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
309,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
310,3,3,2,2,Yes,2,Yes,301111,2157991,33247,2492349,5760,3,5,Yes
311,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
312,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
313,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
314,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
315,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
316,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
317,2,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
