disputeId,type,tier,expectedWinner,actualWinner,correct,tier2Winner,tier2Correct,openGas,resolveGas,enforceGas,totalGas,configuredWindowMinutes,arbitratorCount,expertCount,appealed
855,2,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
856,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
857,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
858,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
859,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
860,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
861,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
862,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
863,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
864,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
865,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
866,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
867,3,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
868,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
869,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
870,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
871,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
872,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
873,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
874,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
875,2,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
876,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
877,2,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
878,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
879,2,3,1,1,Yes,1,Yes,301111,2165048,33247,2499406,5760,3,5,Yes
880,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
881,3,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
882,2,3,1,1,Yes,1,Yes,301111,2165048,33247,2499406,5760,3,5,Yes
883,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
884,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
885,3,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
886,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
887,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
888,2,2,1,1,Yes,1,Yes,301111,817950,33098,1152159,2880,3,0,No
889,2,3,1,1,Yes,1,Yes,301111,2171817,33247,2506175,5760,3,5,Yes
890,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
891,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
892,2,3,2,2,Yes,2,Yes,301111,2158196,33247,2492554,5760,3,5,Yes
893,2,3,2,2,Yes,2,Yes,301111,2171995,33247,2506353,5760,3,5,Yes
894,2,3,2,2,Yes,2,Yes,301111,2164993,33247,2499351,5760,3,5,Yes
895,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
896,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
897,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
898,2,2,1,1,Yes,1,Yes,301111,817950,33098,1152159,2880,3,0,No
899,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
900,2,3,2,2,Yes,2,Yes,301111,2171995,33247,2506353,5760,3,5,Yes
901,2,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
902,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
903,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
904,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
905,2,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
906,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
907,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
908,2,2,1,1,Yes,1,Yes,301111,811181,33098,1145390,2880,3,0,No
909,2,3,1,1,Yes,1,Yes,301111,2165048,33247,2499406,5760,3,5,Yes
910,3,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
911,2,3,1,1,Yes,1,Yes,301111,2164843,33247,2499201,5760,3,5,Yes
912,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
913,3,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
914,2,2,1,1,Yes,1,Yes,301111,817950,33098,1152159,2880,3,0,No
915,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
916,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
917,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
918,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
919,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
920,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
921,2,3,2,2,Yes,2,Yes,301111,2165198,33247,2499556,5760,3,5,Yes
922,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
923,2,3,1,1,Yes,1,Yes,301111,2164843,33247,2499201,5760,3,5,Yes
924,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
925,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
926,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
927,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
928,3,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
929,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
930,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
931,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
932,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
933,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
934,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
935,2,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
936,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
937,2,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
938,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
939,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
940,3,3,1,1,Yes,1,Yes,301111,2171817,33247,2506175,5760,3,5,Yes
941,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
942,3,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
943,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
944,3,2,1,1,Yes,1,Yes,301111,811181,33098,1145390,2880,3,0,No
945,3,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
946,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
947,3,3,1,1,Yes,1,Yes,301111,2171817,33247,2506175,5760,3,5,Yes
948,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
949,3,2,1,1,Yes,1,Yes,301111,811181,33098,1145390,2880,3,0,No
950,2,3,1,1,Yes,1,Yes,301111,2158074,33247,2492432,5760,3,5,Yes
951,3,2,1,1,Yes,1,Yes,301111,811181,33098,1145390,2880,3,0,No
952,2,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
953,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
954,3,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
955,3,3,2,2,Yes,2,Yes,301111,2171995,33247,2506353,5760,3,5,Yes
956,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
957,3,3,2,2,Yes,2,Yes,301111,2165198,33247,2499556,5760,3,5,Yes
958,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
959,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
960,3,3,2,2,Yes,2,Yes,301111,2165198,33247,2499556,5760,3,5,Yes
961,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
962,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
963,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
964,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
965,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
966,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
967,2,2,1,1,Yes,1,Yes,301111,817950,33098,1152159,2880,3,0,No
968,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
969,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
970,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
971,3,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
972,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
973,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
974,2,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
975,2,3,1,1,Yes,2,No,301111,2158121,33247,2492479,5760,3,5,Yes
976,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
977,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
978,2,2,1,1,Yes,1,Yes,301111,817950,33098,1152159,2880,3,0,No
979,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
980,2,3,1,1,Yes,1,Yes,301111,2171817,33247,2506175,5760,3,5,Yes
981,3,2,1,1,Yes,1,Yes,301111,817950,33098,1152159,2880,3,0,No
982,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
983,2,3,1,1,Yes,1,Yes,301111,2171817,33247,2506175,5760,3,5,Yes
984,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
985,3,3,2,2,Yes,2,Yes,301111,2171995,33247,2506353,5760,3,5,Yes
986,1,1,2,2,Yes,,,301111,58123,32949,392183,0,0,0,No
987,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
988,3,3,1,1,Yes,1,Yes,301111,2158074,33247,2492432,5760,3,5,Yes
989,4,1,2,2,Yes,,,301111,60336,32949,394396,0,0,0,No
990,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
991,3,3,2,2,Yes,2,Yes,301111,2171995,33247,2506353,5760,3,5,Yes
992,2,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
993,2,3,2,2,Yes,2,Yes,301111,2158196,33247,2492554,5760,3,5,Yes
994,1,1,1,1,Yes,,,301111,60492,32949,394552,0,0,0,No
995,0,1,1,1,Yes,,,281199,60326,32949,374474,0,0,0,No
996,0,1,2,2,Yes,,,281199,57957,32949,372105,0,0,0,No
997,2,3,2,2,Yes,2,Yes,301111,2158196,33247,2492554,5760,3,5,Yes
998,4,1,1,1,Yes,,,301111,57967,32949,392027,0,0,0,No
999,3,2,2,2,Yes,2,Yes,301111,811228,33098,1145437,2880,3,0,No
1000,2,2,2,2,Yes,2,Yes,301111,818025,33098,1152234,2880,3,0,No
