disputeId,type,tier,expectedWinner,actualWinner,correct,openGas,resolveGas,totalGas,resolutionTimeMinutes
400,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
401,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
402,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
403,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
404,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
405,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
406,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
407,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
408,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
409,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
410,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
411,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
412,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
413,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
414,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
415,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
416,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
417,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
418,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
419,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
420,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
421,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
422,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
423,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
424,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
425,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
426,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
427,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
428,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
429,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
430,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
431,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
432,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
433,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
434,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
435,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
436,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
437,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
438,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
439,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
440,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
441,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
442,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
443,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
444,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
445,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
446,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
447,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
448,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
449,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
450,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
451,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
452,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
453,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
454,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
455,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
456,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
457,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
458,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
459,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
460,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
461,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
462,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
463,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
464,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
465,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
466,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
467,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
468,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
469,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
470,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
471,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
472,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
473,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
474,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
475,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
476,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
477,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
478,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
479,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
480,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
481,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
482,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
483,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
484,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
485,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
486,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
487,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
488,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
489,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
490,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
491,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
492,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
493,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
494,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
495,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
496,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
497,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
498,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
499,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
500,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
501,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
502,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
503,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
504,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
505,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
506,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
507,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
508,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
509,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
510,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
511,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
512,Shortage,Tier1,buyer,buyer,true,147222,59741,206963,5
513,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
514,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
515,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
516,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
517,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
518,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
519,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
520,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
521,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
522,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
523,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
524,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
525,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
526,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
527,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
528,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
529,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
530,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
531,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
532,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
533,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
534,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
535,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
536,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
537,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
538,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
539,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
540,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
541,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
542,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
543,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
544,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
545,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
546,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
547,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
548,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
549,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
550,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
551,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
552,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
553,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
554,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
555,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
556,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
557,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
558,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
559,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
560,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
561,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
562,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
563,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
564,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
565,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
566,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
567,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
568,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
569,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
570,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
571,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
572,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
573,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
574,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
575,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
576,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
577,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
578,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
579,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
580,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
581,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
582,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
583,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
584,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
585,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
586,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
587,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
588,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
589,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
590,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
591,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
592,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
593,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
594,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
595,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
596,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
597,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
598,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
599,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
600,Shortage,Tier1,buyer,buyer,true,147222,59753,206975,5
601,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
602,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
603,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
604,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
605,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
606,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
607,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
608,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
609,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
610,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
611,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
612,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
613,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
614,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
615,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
616,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
617,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
618,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
619,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
620,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
621,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
622,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
623,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
624,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
625,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
626,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
627,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
628,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
629,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
630,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
631,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
632,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
633,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
634,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
635,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
636,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
637,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
638,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
639,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
640,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
641,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
642,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
643,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
644,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
645,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
646,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
647,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
648,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
649,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
650,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
651,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
652,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
653,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
654,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
655,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
656,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
657,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
658,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
659,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
660,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
661,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
662,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
663,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
664,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
665,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
666,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
667,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
668,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
669,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
670,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
671,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
672,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
673,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
674,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
675,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
676,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
677,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
678,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
679,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
680,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
681,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
682,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
683,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
684,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
685,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
686,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
687,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
688,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
689,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
690,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
691,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
692,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
693,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
694,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
695,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
696,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
697,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
698,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
699,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
700,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
701,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
702,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
703,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
704,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
705,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
706,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
707,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
708,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
709,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
710,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
711,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
712,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
713,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
714,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
715,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
716,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
717,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
718,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
719,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
720,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
721,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
722,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
723,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
724,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
725,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
726,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
727,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
728,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
729,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
730,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
731,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
732,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
733,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
734,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
735,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
736,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
737,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
738,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
739,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
740,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
741,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
742,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
743,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
744,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
745,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
746,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
747,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
748,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
749,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
750,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
751,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
752,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
753,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
754,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
755,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
756,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
757,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
758,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
759,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
760,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
761,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
762,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
763,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
764,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
765,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
766,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
767,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
768,Damage,Tier2,buyer,buyer,true,147222,33820,181042,12
769,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
770,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
771,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
772,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
773,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
774,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
775,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
776,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
777,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
778,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
779,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
780,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
781,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
782,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
783,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
784,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
785,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
786,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
787,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
788,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
789,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
790,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
791,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
792,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
793,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
794,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
795,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
796,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
797,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
798,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
799,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
800,Damage,Tier2,buyer,buyer,true,147222,33832,181054,12
801,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
802,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
803,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
804,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
805,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
806,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
807,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
808,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
809,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
810,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
811,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
812,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
813,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
814,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
815,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
816,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
817,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
818,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
819,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
820,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
821,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
822,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
823,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
824,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
825,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
826,PaymentDelay,Tier1,seller,seller,true,147222,59676,206898,5
